Filename,x1,y1,x2,y2,x3,y3,x4,y4
corpus_image_original_1_version_1.jpeg,125.4160181,153.1846225,156.9295592,144.0946357,118.8600098,156.6912467,90.68036427,128.8854082
corpus_image_original_1_version_2.jpeg,128.3203907,153.6892709,156.2608976,146.4690072,116.2405001,155.868281,93.47753208,127.5247698
corpus_image_original_1_version_3.jpeg,131.5143017,153.1534284,154.988344,148.5369748,113.5610818,154.9260795,96.10916483,127.7845452
corpus_image_original_1_version_4.jpeg,134.6448206,152.7545933,152.8574527,150.0971749,111.305898,153.4371329,98.47687846,129.1528035
corpus_image_original_1_version_5.jpeg,137.5469602,151.9504677,150.5504308,151.3144254,108.7844032,152.0289622,100.0536154,131.597892
corpus_image_original_1_version_6.jpeg,140.5064212,151.0153959,148.1555351,152.1205959,106.4781819,150.8085166,98.70891382,135.3221374
corpus_image_original_1_version_7.jpeg,143.4210126,150.0161859,145.6494706,152.9445474,103.9520357,149.6816716,99.01132847,138.2737153
corpus_image_original_1_version_8.jpeg,146.2576334,148.5226196,143.0648877,153.754337,101.4350225,148.2044838,100.3711722,141.4499231
corpus_image_original_1_version_9.jpeg,148.582742,146.8291236,140.2475458,154.1004682,99.01153261,146.8390171,102.39019,144.0712124
corpus_image_original_1_version_10.jpeg,147.9163864,139.9591356,137.6504628,154.9607428,96.96796946,145.185311,104.7158344,146.4253526
corpus_image_90_1_version_1.jpeg,153.1846225,130.5839819,144.0946357,99.0704408,156.6912467,137.1399902,128.8854082,165.3196357
corpus_image_90_1_version_2.jpeg,153.6892709,127.6796093,146.4690072,99.73910235,155.868281,139.7594999,127.5247698,162.5224679
corpus_image_90_1_version_3.jpeg,153.1534284,124.4856983,148.5369748,101.011656,154.9260795,142.4389182,127.7845452,159.8908352
corpus_image_90_1_version_4.jpeg,152.7545933,121.3551794,150.0971749,103.1425473,153.4371329,144.694102,129.1528035,157.5231215
corpus_image_90_1_version_5.jpeg,151.9504677,118.4530398,151.3144254,105.4495692,152.0289622,147.2155968,131.597892,155.9463846
corpus_image_90_1_version_6.jpeg,151.0153959,115.4935788,152.1205959,107.8444649,150.8085166,149.5218181,135.3221374,157.2910862
corpus_image_90_1_version_7.jpeg,150.0161859,112.5789874,152.9445474,110.3505294,149.6816716,152.0479643,138.2737153,156.9886715
corpus_image_90_1_version_8.jpeg,148.5226196,109.7423666,153.754337,112.9351123,148.2044838,154.5649775,141.4499231,155.6288278
corpus_image_90_1_version_9.jpeg,146.8291236,107.417258,154.1004682,115.7524542,146.8390171,156.9884674,144.0712124,153.60981
corpus_image_90_1_version_10.jpeg,139.9591356,108.0836136,154.9607428,118.3495372,145.185311,159.0320305,146.4253526,151.2841656
corpus_image_180_1_version_1.jpeg,130.5839819,102.8153775,99.0704408,111.9053643,137.1399902,99.30875331,165.3196357,127.1145918
corpus_image_180_1_version_2.jpeg,127.6796093,102.3107291,99.73910235,109.5309928,139.7594999,100.131719,162.5224679,128.4752302
corpus_image_180_1_version_3.jpeg,124.4856983,102.8465716,101.011656,107.4630252,142.4389182,101.0739205,159.8908352,128.2154548
corpus_image_180_1_version_4.jpeg,121.3551794,103.2454067,103.1425473,105.9028251,144.694102,102.5628671,157.5231215,126.8471965
corpus_image_180_1_version_5.jpeg,118.4530398,104.0495323,105.4495692,104.6855746,147.2155968,103.9710378,155.9463846,124.402108
corpus_image_180_1_version_6.jpeg,115.4935788,104.9846041,107.8444649,103.8794041,149.5218181,105.1914834,157.2910862,120.6778626
corpus_image_180_1_version_7.jpeg,112.5789874,105.9838141,110.3505294,103.0554526,152.0479643,106.3183284,156.9886715,117.7262847
corpus_image_180_1_version_8.jpeg,109.7423666,107.4773804,112.9351123,102.245663,154.5649775,107.7955162,155.6288278,114.5500769
corpus_image_180_1_version_9.jpeg,107.417258,109.1708764,115.7524542,101.8995318,156.9884674,109.1609829,153.60981,111.9287876
corpus_image_180_1_version_10.jpeg,108.0836136,116.0408644,118.3495372,101.0392572,159.0320305,110.814689,151.2841656,109.5746474
corpus_image_270_1_version_1.jpeg,102.8153775,125.4160181,111.9053643,156.9295592,99.30875331,118.8600098,127.1145918,90.68036427
corpus_image_270_1_version_2.jpeg,102.3107291,128.3203907,109.5309928,156.2608976,100.131719,116.2405001,128.4752302,93.47753208
corpus_image_270_1_version_3.jpeg,102.8465716,131.5143017,107.4630252,154.988344,101.0739205,113.5610818,128.2154548,96.10916483
corpus_image_270_1_version_4.jpeg,103.2454067,134.6448206,105.9028251,152.8574527,102.5628671,111.305898,126.8471965,98.47687846
corpus_image_270_1_version_5.jpeg,104.0495323,137.5469602,104.6855746,150.5504308,103.9710378,108.7844032,124.402108,100.0536154
corpus_image_270_1_version_6.jpeg,104.9846041,140.5064212,103.8794041,148.1555351,105.1914834,106.4781819,120.6778626,98.70891382
corpus_image_270_1_version_7.jpeg,105.9838141,143.4210126,103.0554526,145.6494706,106.3183284,103.9520357,117.7262847,99.01132847
corpus_image_270_1_version_8.jpeg,107.4773804,146.2576334,102.245663,143.0648877,107.7955162,101.4350225,114.5500769,100.3711722
corpus_image_270_1_version_9.jpeg,109.1708764,148.582742,101.8995318,140.2475458,109.1609829,99.01153261,111.9287876,102.39019
corpus_image_270_1_version_10.jpeg,116.0408644,147.9163864,101.0392572,137.6504628,110.814689,96.96796946,109.5746474,104.7158344
corpus_image_original_2_version_1.jpeg,125.9875017,164.293493,151.5127506,150.4329689,122.0604617,170.2945702,92.1684827,159.9535669
corpus_image_original_2_version_2.jpeg,128.6220017,163.8603871,151.4983104,152.4661991,119.5483456,170.1943094,93.30333629,158.3309609
corpus_image_original_2_version_3.jpeg,130.9785952,163.1560808,150.7437763,154.3230862,117.1834312,169.6514364,94.87831768,157.4888254
corpus_image_original_2_version_4.jpeg,133.3827337,162.2800157,149.6564521,156.3242899,114.7140543,169.1130808,96.84378203,157.7532894
corpus_image_original_2_version_5.jpeg,135.4507547,161.1028412,148.3745222,158.000065,112.415344,168.0125147,98.40933962,158.9980896
corpus_image_original_2_version_6.jpeg,137.3055804,159.6712461,146.8602097,159.6067819,110.2057023,166.8139313,99.35531603,160.5438337
corpus_image_original_2_version_7.jpeg,139.0887453,158.254959,145.165293,161.1824993,108.0454858,166.0094878,100.625844,162.3819097
corpus_image_original_2_version_8.jpeg,140.7965331,156.6202241,143.1845418,162.4924638,104.027485,166.2626708,103.0253407,163.7200423
corpus_image_original_2_version_9.jpeg,141.7772592,154.5692969,141.0794094,163.8066748,101.9113267,166.7961182,105.5544499,164.1201366
corpus_image_original_2_version_10.jpeg,140.1686466,151.9973469,139.012409,165.1763827,99.41093393,167.1436963,107.8207584,164.1806571
corpus_image_90_2_version_1.jpeg,164.293493,130.0124983,150.4329689,104.4872494,170.2945702,133.9395383,159.9535669,163.8315173
corpus_image_90_2_version_2.jpeg,163.8603871,127.3779983,152.4661991,104.5016896,170.1943094,136.4516544,158.3309609,162.6966637
corpus_image_90_2_version_3.jpeg,163.1560808,125.0214048,154.3230862,105.2562237,169.6514364,138.8165688,157.4888254,161.1216823
corpus_image_90_2_version_4.jpeg,162.2800157,122.6172663,156.3242899,106.3435479,169.1130808,141.2859457,157.7532894,159.156218
corpus_image_90_2_version_5.jpeg,161.1028412,120.5492453,158.000065,107.6254778,168.0125147,143.584656,158.9980896,157.5906604
corpus_image_90_2_version_6.jpeg,159.6712461,118.6944196,159.6067819,109.1397903,166.8139313,145.7942977,160.5438337,156.644684
corpus_image_90_2_version_7.jpeg,158.254959,116.9112547,161.1824993,110.834707,166.0094878,147.9545142,162.3819097,155.374156
corpus_image_90_2_version_8.jpeg,156.6202241,115.2034669,162.4924638,112.8154582,166.2626708,151.972515,163.7200423,152.9746593
corpus_image_90_2_version_9.jpeg,154.5692969,114.2227408,163.8066748,114.9205906,166.7961182,154.0886733,164.1201366,150.4455501
corpus_image_90_2_version_10.jpeg,151.9973469,115.8313534,165.1763827,116.987591,167.1436963,156.5890661,164.1806571,148.1792416
corpus_image_180_2_version_1.jpeg,130.0124983,91.70650698,104.4872494,105.5670311,133.9395383,85.70542978,163.8315173,96.04643309
corpus_image_180_2_version_2.jpeg,127.3779983,92.13961294,104.5016896,103.5338009,136.4516544,85.80569063,162.6966637,97.66903914
corpus_image_180_2_version_3.jpeg,125.0214048,92.84391925,105.2562237,101.6769138,138.8165688,86.34856362,161.1216823,98.51117456
corpus_image_180_2_version_4.jpeg,122.6172663,93.71998426,106.3435479,99.6757101,141.2859457,86.8869192,159.156218,98.24671056
corpus_image_180_2_version_5.jpeg,120.5492453,94.89715883,107.6254778,97.99993497,143.584656,87.98748528,157.5906604,97.00191039
corpus_image_180_2_version_6.jpeg,118.6944196,96.32875387,109.1397903,96.39321812,145.7942977,89.1860687,156.644684,95.45616631
corpus_image_180_2_version_7.jpeg,116.9112547,97.74504097,110.834707,94.81750069,147.9545142,89.99051222,155.374156,93.61809029
corpus_image_180_2_version_8.jpeg,115.2034669,99.37977586,112.8154582,93.50753617,151.972515,89.73732923,152.9746593,92.27995774
corpus_image_180_2_version_9.jpeg,114.2227408,101.4307031,114.9205906,92.19332519,154.0886733,89.2038818,150.4455501,91.87986337
corpus_image_180_2_version_10.jpeg,115.8313534,104.0026531,116.987591,90.82361731,156.5890661,88.85630369,148.1792416,91.81934292
corpus_image_270_2_version_1.jpeg,91.70650698,125.9875017,105.5670311,151.5127506,85.70542978,122.0604617,96.04643309,92.1684827
corpus_image_270_2_version_2.jpeg,92.13961294,128.6220017,103.5338009,151.4983104,85.80569063,119.5483456,97.66903914,93.30333629
corpus_image_270_2_version_3.jpeg,92.84391925,130.9785952,101.6769138,150.7437763,86.34856362,117.1834312,98.51117456,94.87831768
corpus_image_270_2_version_4.jpeg,93.71998426,133.3827337,99.6757101,149.6564521,86.8869192,114.7140543,98.24671056,96.84378203
corpus_image_270_2_version_5.jpeg,94.89715883,135.4507547,97.99993497,148.3745222,87.98748528,112.415344,97.00191039,98.40933962
